iter	RMSE
752	1360.598749
753	1360.574732
754	1359.812266
755	1358.690001
756	1357.139645
757	1355.302668
758	1353.561456
759	1353.08205
760	1351.635131
761	1350.673335
762	1350.044955
763	1349.185133
764	1348.244073
765	1347.631284
766	1346.076848
767	1344.514326
768	1343.230164
769	1342.47701
770	1341.685552
771	1340.423466
772	1339.789281
773	1338.302781
774	1335.714534
775	1334.824465
776	1334.480865
777	1333.121168
778	1331.533623
779	1329.669589
780	1328.367347
781	1327.819363
782	1326.678422
783	1326.048517
784	1325.254278
785	1325.188418
786	1323.877837
787	1322.370779
788	1321.373339
789	1319.340388
790	1318.271065
791	1316.577941
792	1315.053126
793	1313.56561
794	1311.641987
795	1310.420281
796	1309.983116
797	1309.952884
798	1309.334751
799	1306.566762
800	1305.385854
801	1303.862164
802	1302.147151
803	1300.555788
804	1300.017139
805	1298.036541
806	1296.911462
807	1296.330714
808	1295.083449
809	1293.570969
810	1291.46744
811	1290.360559
812	1287.692122
813	1286.622165
814	1285.267538
815	1283.356863
816	1281.542583
817	1281.514534
818	1281.113006
819	1278.773468
820	1277.534871
821	1276.514472
822	1274.874862
823	1273.459543
824	1272.650483
825	1271.708291
826	1271.24623
827	1270.479884
828	1268.557774
829	1267.714359
830	1266.355134
831	1265.023567
832	1263.501391
833	1262.5305
834	1261.824152
835	1261.101476
836	1259.33003
837	1257.291858
838	1254.817377
839	1253.555786
840	1251.514628
841	1249.719009
842	1248.465412
843	1248.091487
844	1246.436301
845	1245.47427
846	1244.797921
847	1244.33004
848	1243.332549
849	1242.642909
850	1241.481264
851	1241.461837
852	1239.763136
853	1238.27689
854	1237.143691
855	1235.355185
856	1232.708756
857	1231.720626
858	1230.107389
859	1229.276459
860	1228.381439
861	1226.147057
862	1225.449858
863	1224.867216
864	1223.647516
865	1221.266173
866	1219.667958
867	1217.849635
868	1216.049207
869	1214.649159
870	1213.307565
871	1212.620151
872	1211.129036
873	1209.911706
874	1209.835855
875	1207.97508
876	1206.490994
877	1206.143784
878	1205.979199
879	1204.824518
880	1203.402432
881	1201.639317
882	1201.529471
883	1199.273105
884	1199.184302
885	1198.438703
886	1198.401504
887	1197.205545
888	1195.538447
889	1193.344255
890	1193.283977
891	1192.335317
892	1190.757239
893	1189.302688
894	1187.827856
895	1187.809231
896	1186.380894
897	1185.223417
898	1184.335078
899	1182.770289
900	1180.831139
901	1180.657948
902	1179.949773
903	1177.461398
904	1176.062944
905	1174.79805
906	1173.8984
907	1172.49071
908	1171.945848
909	1170.329019
910	1168.92532
911	1167.60176
912	1166.079072
913	1165.392193
914	1164.189878
915	1163.060405
916	1161.996359
917	1159.823833
918	1158.314863
919	1156.810315
920	1155.522395
921	1154.136263
922	1153.134197
923	1151.452172
924	1149.479004
925	1147.687303
926	1146.6373
927	1145.398364
928	1144.25796
929	1143.348101
930	1143.252869
931	1141.667708
932	1140.592362
933	1139.317153
934	1138.455314
935	1137.397979
936	1135.976899
937	1134.220968
938	1133.077731
939	1131.570353
940	1130.066265
941	1129.552673
942	1129.269019
943	1128.005609
944	1126.453144
945	1125.73261
946	1123.898325
947	1122.700445
948	1122.682471
949	1120.624261
950	1119.761665
951	1118.748027
952	1117.780794
953	1115.551678
954	1113.947419
955	1112.515066
956	1111.390642
957	1110.192855
958	1109.661624
959	1108.707714
960	1107.801401
961	1106.888388
962	1106.59453
963	1105.394957
964	1103.584801
965	1102.627479
966	1102.610865
967	1101.015736
968	1099.946894
969	1098.720079
970	1098.659386
971	1097.716967
972	1096.658267
973	1095.911991
974	1095.541504
975	1094.442898
976	1093.125433
977	1092.32685
978	1090.296161
979	1088.766776
980	1087.506677
981	1086.776762
982	1085.854556
983	1085.707887
